500
300
15
305,6
253,1
71,1
293,5
224,1
170,1
58,2
65,1
61,2
292,1
354,1
135,2
199,1
139,1
177,1
301,15
251,1
213,5
351,1
258,1
345,1
398,7
156,1
246,1
270,1
176,1
248,3
288,1
334,1
388,2
79,1
200,1
156,2
192,1
208,1
307,1
389,2
100,2
319,1
186,1
225,1
262,1
286,1
373,1
244,1
247,5
364,2
198,1
130,1
316,1
334,1
368,1
111,1
70,1
350,4
303,4
62,1
133,1
256,2
132,1
63,1
220,2
219,1
148,1
187,2
138,1
397,1
301,1
95,4
235,1
336,2
329,3
330,4
142,3
110,3
284,4
377,1
294,1
389,1
57,6
333,7
108,3
313,1
248,3
224,1
80,4
210,2
245,1
157,6
83,1
50,3
53,5
360,2
369,1
121,1
331,1
147,5
324,6
152,1
123,11
307,2
387,1
211,2
106,1
273,1
259,6
52,1
390,1
113,3
264,3
307,1
354,1
373,3
255,2
309,1
93,1
138,1
100,9
254,1
361,1
159,3
97,1
148,1
278,1
351,1
330,1
329,1
372,1
53,1
55,1
152,6
158,1
264,2
88,1
83,4
187,1
388,7
67,5
76,1
181,2
373,1
295,1
366,1
213,2
312,1
331,1
91,1
152,6
217,2
96,4
130,1
165,1
320,1
116,1
136,8
184,3
236,2
366,1
359,1
366,12
77,1
119,3
223,1
206,10
191,1
120,2
253,6
356,1
282,2
201,1
288,1
84,1
207,1
284,1
206,6
164,1
284,4
250,1
302,1
364,1
309,3
375,3
277,1
275,1
309,3
174,1
218,1
342,1
78,1
171,1
250,1
150,1
276,3
136,1
330,8
268,1
132,2
70,1
53,1
377,2
214,1
205,1
362,1
128,1
340,2
103,1
181,1
72,1
309,8
231,1
384,2
238,1
93,1
183,1
324,1
205,1
242,1
237,1
145,1
303,1
277,1
325,1
114,1
107,1
359,1
129,1
201,1
269,2
304,1
120,4
188,1
332,1
242,2
179,1
273,1
388,1
69,3
246,1
59,1
69,1
217,1
167,1
121,4
213,3
367,1
282,1
336,1
258,1
286,1
197,3
222,1
344,2
362,2
78,1
312,1
191,1
338,2
184,2
214,1
288,1
366,2
251,4
311,3
280,2
153,1
207,14
63,1
234,6
287,1
280,1
194,1
153,1
206,5
321,1
86,2
105,7
168,3
232,1
199,1
376,1
73,1
181,2
390,1
366,3
162,3
374,4
329,1
133,3
161,1
132,2
210,1
78,1
219,3
194,1
79,3
85,1
330,1
203,1
201,1
63,1
